,osm_id,osm_type,completeness,is_in_health_zone,amenity,speciality,addr_street,operator,water_source,changeset_id,insurance,staff_doctors,contact_number,uuid,electricity,opening_hours,operational_status,source,is_in_health_area,health_amenity_type,changeset_version,emergency,changeset_timestamp,addr_housenumber,addr_postcode,addr_city,name,staff_nurses,changeset_user,wheelchair,beds,url,dispensing,healthcare,operator_type,part_time_beds,tag,index_right,GID_0,NAME_0,GID_1,NAME_1,NL_NAME_1,GID_2,NAME_2,VARNAME_2,NL_NAME_2,TYPE_2,ENGTYPE_2,CC_2,HASC_2,geometry,str_geometry
9566,6725539285,node,15.0,,clinic,,V. Luna Avenue,,,73519855.0,,,,276357f435b74d058e1cdf3455d18856,,Mo-Sa 06:00-17:00,,,,,1.0,,2019-08-20T02:52:52,,,,Hi-Precision Diagnostics,,Jim Constantino,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.050027959203 14.63726726290139),
9573,4930894923,node,21.0,,hospital,,"East Avenue, Quezon City",,,86332372.0,,,,49519a555a6d4daab64f6b0887cab8f9,,24/7,,,,,3.0,,2020-06-08T06:05:18,,1100,,National Kidney and Transplant Institute,,mipangan,,,,,hospital,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0266679303346 14.66394208301787),
9614,3638341015,node,18.0,,dentist,,Banawe Street,,,88807174.0,,,,79f72829efc743f684a0e2e487bde679,,,,,,,4.0,,2020-08-01T05:58:55,690,,Quezon City,Orthodental Clinic,,TagaSanPedroAko,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.001606626579 14.63393662985635),
9620,7328639885,node,15.0,,pharmacy,,"238 Tomas Morato Ave, Diliman, Quezon City, 1103 Metro Manila",,,82611502.0,,,,084dcf5024004a0897567fe41599edab,,,,,,,1.0,,2020-03-25T12:44:49,,,,Polydrug Pharmacy Inc.,,bisaykid,,,,,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.03624341652 14.63809782568686),
9625,5160267028,node,18.0,,dentist,,Timog Avenue,,,70720374.0,,,,0a16a1b1f6694aa78d9bf4551437f38b,,10:00 - 19:00,,,,,2.0,,2019-05-29T06:10:59,41,,,Dr. Guendolyn Wee Dental Clinic,,paduhh,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0327396971744 14.63558861915283),
9662,4707818690,node,12.0,,clinic,,,House of Representatives,,57442372.0,,,,6b03e3f1486d4eed9ff0abfe95a64b3e,,,,,,,3.0,,2018-03-23T02:37:22,,,,Medical and Dental Service,,GOwin,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0950251167426 14.69534714637132),
9666,4419583594,node,9.0,,dentist,,,,,42457295.0,,,,aa30b81b33964199873ffe953bb37fd8,,,,,,,1.0,,2016-09-26T22:06:53,,,,Aghirang Dental Clinc,,Arcee Franco,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0669240319821 14.70669934457243),
9676,4265808394,node,6.0,,pharmacy,,,,,40296811.0,,,,1fd396c5569440bc9f5e7ccd6c62e7d4,,,,,,,1.0,,2016-06-26T09:42:09,,,,,,Julien Minichi,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0530831629098 14.70365839010105),
9693,7735729485,node,9.0,,dentist,,,,,89007145.0,,,,d962fbdf7cc9465e8688b3d6e3b492db,,,,,,,2.0,,2020-08-06T02:30:42,,,,Dr. J.R. Sison,,TagaSanPedroAko,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0149151609808 14.64005952630558),
9698,1869506650,node,6.0,,pharmacy,,,,,12757814.0,,,,a7097fa2c214472bba74905785c21868,,,,,,,1.0,,2012-08-17T04:38:40,,,,,,murlwe,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0495342651061 14.6445023540827),
9758,1478860716,node,9.0,,clinic,,,,,55569745.0,,,,f5796c7311164e2aacf1df38cb7aefd7,,,,,,,2.0,,2018-01-19T06:47:16,,,,Kamuning Health Center,,GOwin,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.036882536637 14.62583929229558),
9776,255064315,node,28.0,,hospital,diagnostic_and_multi-specialty_clinic,Quirino Highway,,,94239172.0,,,,5d7d93a2a23247d9bcbb604432af7c29,,,,,,,7.0,yes,2020-11-17T03:56:38,,1118,Quezon City,Neopolitan General Hospital,,GOwin,,,,,hospital,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0686783643163 14.73532513647157),
9792,1688046428,node,25.0,,pharmacy,,Katipunan Avenue,,,82611730.0,,,,f9e2f6af3bcb4b9199da7397d81a1bf9,,Mo-Su 07:00-23:00,,,,,6.0,,2020-03-25T12:43:03,341,,Quezon City,Mercury Drug,,dazzlelabapis,,,,,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0743720235041 14.64395929057611),
9794,1137631260,node,18.0,,pharmacy,,E. Rodriguez Sr. Avenue,,,7194094.0,,,,a76474343764462092eda118ba425ef6,,,,jettp0gi,,,1.0,,2011-02-05T16:09:58,,,Quezon City,Wilson Pharmacy,,seav,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0167165996108 14.61927785467233),
9809,3638708454,node,18.0,,clinic,,Banawe Street,,,88807174.0,,,,458d7f20b6d148a8b03b79d554293556,,,,,,,3.0,,2020-08-01T05:58:55,685,,Quezon City,Intercon Diagnostic Lab,,TagaSanPedroAko,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0013812372026 14.63390645500493),
9817,1666743875,node,18.0,,pharmacy,,Toctocan,,,86331991.0,,,,10405c7297f64aa2aa6fde0d6524d19f,,,,,,,4.0,,2020-06-08T05:59:10,,,,TGP,,mipangan,,,,yes,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0088485909209 14.64517458271723),
9874,1841242229,node,12.0,,pharmacy,,Mayon st,,,86331991.0,,,,fcad90dbca20412b861194bdf71b17aa,,,,,,,2.0,,2020-06-08T05:59:15,,,,Mercury Drug,,mipangan,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (120.994023770235 14.63641717028153),
9899,4343749792,node,12.0,,clinic,,EDSA,,,41357452.0,,,,21661472e534405a81f8f6f4d314d44d,,,,,,,1.0,,2016-08-10T00:50:46,,,,Personal Evaluation and Psychological Services,,Nikos Eliz Aranas,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0475166571932 14.62652568634647),
9900,2460667544,node,9.0,,dentist,,,,,18104641.0,,,,fcbce7a74d5342c9b19bf400861d1b9a,,,,,,,2.0,,2013-09-30T06:37:40,,,,Dr.M.Enriquez Dental Clinic,,ianlopez1115,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0671549534146 14.6648108672818),
9926,6570104692,node,9.0,,pharmacy,,,,,71597983.0,,,,de1ce8242cb74f9ba7156c121f7ba46c,,,,,,,1.0,,2019-06-25T12:33:45,,,,Icure Pharmaceutical,,Lexus_357,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0400747844606 14.63958033290115),
9978,1245351257,node,15.0,,pharmacy,,Congressional Avenue,,,86331991.0,,,,4c2a9caf439f4236abc0442317494460,,Mo-Su 07:00-22:00,,,,,4.0,,2020-06-08T05:58:57,,,,Mercury Drug Congressional - Northridge Plaza,,mipangan,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.038966529223 14.67071021837339),
9987,6639907975,node,21.0,,dentist,pediatric_dentistry;orthodontics,Dahlia cor Fairlane,,,72545797.0,,,,4dcf49d61d924c3fa71307f7eebbad5e,,,,,,,1.0,,2019-07-23T08:44:54,47,,,Padua Dental Clinic,,jenjereren,,,,,dentist,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0655277745515 14.69991176320153),
10062,7165547876,node,15.0,,pharmacy,,,,,80176413.0,,,,f9424237827a4dc3badb50b0b3111569,,,,,,,1.0,,2020-01-28T06:31:52,,,,TGP,,ATIKINYANS,,,,yes,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0161086601736 14.62801255215041),
10104,2546633639,node,9.0,,clinic,,,,,83958565.0,,,,3a86deb5926748708c9cb6ed41a1c77e,,,,,,,3.0,,2020-04-22T19:18:51,,,,Heals Diagnostics,,mdgabriel,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0521535260288 14.64499839511251),
10118,1137471109,node,12.0,,pharmacy,,,,,86331991.0,,,,7ee10e31555145b4a90bc5f1136d07f1,,,,,,,4.0,,2020-06-08T05:58:49,,,,Lifebloom Pharmacy,,mipangan,,,,yes,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0192282368968 14.65697621856648),
10136,7328644086,node,6.0,,,,,,,82612433.0,,,,43cb4eb2c8124a05ababb7822d5a38fc,,,,,,,1.0,,2020-03-25T12:56:29,,,,,,geoleighyers,,,,,laboratory,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0709478484196 14.6602098729918),
10138,1717539147,node,15.0,,pharmacy,,Roosevelt Avenue,,,89798218.0,,,,d5b55f90be3249fba1e1bf19aaced2df,,Mo-Su 07:00-22:00,,,,,5.0,,2020-08-23T05:44:50,,,,Mercury Drug,,TagaSanPedroAko,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0182349813707 14.63277422752427),
10232,924890266,node,9.0,,pharmacy,,,,,47508236.0,,,,7a25247668924dffb3d920866f392009,,,,,,,3.0,,2017-04-06T13:51:20,,,,The Generic Pharmacy,,hariboneagle927,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0525599645137 14.63673492823085),
10238,357739042,node,15.0,,pharmacy,,"Along Commonwealth Avenue, Fairview",,,83857049.0,,,,d21e7532d7fe429ba25bf4cdb730d2f7,,,,,,,6.0,,2020-04-21T06:10:42,,,Quezon City,Mercury Drugstore,,jmres,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0803626535212 14.70548036439391),
10250,7328665185,node,9.0,,pharmacy,,,,,86332960.0,,,,9dc539249a2c48a194a82b41ce934ad4,,,,,,,2.0,,2020-06-08T06:15:48,,,,,,mipangan,,,,,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0438288712539 14.6619604334696),
10257,7328645586,node,9.0,,pharmacy,,,,,82611460.0,,,,16f074f7ba1f4b98b62b6066a5dcbc0d,,,,,,,1.0,,2020-03-25T12:51:18,,,,,,ytrngn,,,,,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0453698841524 14.67502924544064),
10279,255068757,node,15.0,,hospital,,,,,87827711.0,,,,0d0ab2ea6c17405d836c87ece13584f8,,,,,,,6.0,,2020-07-10T17:15:10,,,Quezon City,Quezon City General Hospital,,dilaured,,,,,hospital,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0178880543984 14.6617729302956),
10285,255065320,node,21.0,,hospital,,Nicanor Ramirez,,,85115014.0,,,,fd7bf2169a874026bc256f50be9da21f,,,,,,,6.0,,2020-05-13T03:38:14,6,,Quezon City,United Doctors Medical Center,,jmres,,,,,,private,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0018722490905 14.61715815517877),
10325,1326595188,node,18.0,,pharmacy,,E. Rodriguez Jr. Avenue,,,63294186.0,,,,8330b31ad7984aa89818f8c192f148b6,,,,,,,2.0,,2018-10-08T03:04:38,,,Quezon City,TGP,,GOwin,,,,,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0790921246382 14.60679896104662),
10404,5413703123,node,12.0,,doctors,,Fernville,,,56374614.0,,,,167c410d244847569991c6e1d1fee00f,,,,,,,1.0,,2018-02-15T06:46:24,,,,Doc Leo,,Homer Caparas Revilleza,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0638218896176 14.68608288025072),
310,416585667,way,9.0,,hospital,,,,,84640496.0,,,,88865cef1a8546babffe730939b0d9e5,,,,,,,2.0,,2020-05-04T18:03:50,,,,,,Gramosa,,,,,hospital,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0723662848692 14.62362532075166),"POLYGON ((121.0722927247838 14.62366544570753, 121.0724345465855 14.62367332469651, 121.0724398271845 14.62358523089418, 121.0722980892018 14.62357726808617, 121.0722927247838 14.62366544570753))"
368,473668249,way,6.0,,hospital,,,,,45959548.0,,,,e48b47037de345559ba0867f2ef01582,,,,,,,1.0,,2017-02-09T22:53:03,,,,,,daxmalmon,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0185365352233 14.661692846623),"POLYGON ((121.0184567665287 14.66173864831163, 121.0185918828079 14.66176496748758, 121.0186162741461 14.6616469502909, 121.0184811578669 14.66162079875301, 121.0184567665287 14.66173864831163))"
472,155400231,way,31.0,,hospital,,E. Rodriguez Sr. Avenue,,,89381618.0,,,,b783c42e7d2e4a83a5093ea056c6f2f0,,,,Bing,,,7.0,yes,2020-08-14T02:58:35,201,1113,Quezon City,De Los Santos Medical Center,,Sherwin59,,,,,hospital,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0174780286107 14.62019324995312),"POLYGON ((121.0167428349678 14.61986634809415, 121.0168954694246 14.61991948936026, 121.0168861655121 14.61996575746579, 121.0169765224283 14.62002032365544, 121.0170674660777 14.62013515572892, 121.0169212856864 14.6205719367033, 121.0172014927094 14.62089933384124, 121.0172704757725 14.62069548595608, 121.0173726511723 14.62038124840609, 121.0175371879315 14.62042801942579, 121.0174914227402 14.62061057727692, 121.0176269581145 14.6206546660876, 121.0176615753746 14.62066472437141, 121.0179173910595 14.62073974240482, 121.0180079994328 14.62076622921884, 121.0181754698582 14.62027965973962, 121.0182428603597 14.62003599781437, 121.0170996525859 14.61963106807207, 121.0168101416502 14.61954682994516, 121.016804274318 14.61965378302966, 121.0167548210893 14.61965126845871, 121.0167428349678 14.61986634809415))"
553,135640742,way,15.0,,pharmacy,,Quirino Highway,,,84877125.0,,,,247ea226579f42298f425bb7aa10a996,,,,,,,3.0,,2020-05-08T07:59:48,,,,Mercury Drug,,GOwin,,,,,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0088229719439 14.668230082616),"POLYGON ((121.0087184199646 14.66820679535257, 121.0088029933676 14.6683157600938, 121.0089370199994 14.66827167128312, 121.0088216850117 14.66813035239562, 121.0087184199646 14.66820679535257))"
830,642345632,way,15.0,,hospital,Veterinarians,,,,90528989.0,,,,9aeda71f873d4cac95c952788571a022,,,,,,,2.0,,2020-09-07T11:53:08,,,,Gusi Animal Hospital,,tiniovincent,,,,,hospital,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0785042128575 14.7053665797274),"POLYGON ((121.0784098377198 14.70546469023495, 121.0785011166454 14.70546469023495, 121.0785011166454 14.70540643600791, 121.0786206425847 14.70540651982694, 121.0786207264037 14.70529545960989, 121.0784099215389 14.70529529197182, 121.0784098377198 14.70546469023495))"
852,538524692,way,12.0,,pharmacy,,,,,77549004.0,,,,8f915744f15441c6adca92f4c55c08bb,,,,,,,2.0,,2019-11-26T02:21:37,,,,,,angeljoy12,,,,yes,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0520924638642 14.61028403065763),"POLYGON ((121.0520624985604 14.61029899235481, 121.0521087666659 14.61031257103795, 121.052122429168 14.61026906896046, 121.0520761610625 14.61025549027732, 121.0520624985604 14.61029899235481))"
894,207162795,way,21.0,,hospital,,,,,86380731.0,,,,deec6080b7a74e95bb6fa84c5f4db718,,,,jklinc,,,4.0,yes,2020-06-09T04:23:31,,1100,Quezon City,St. Agnes General Hospital,,mipangan,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.017186918225 14.64714866572717),"POLYGON ((121.0170240478192 14.64706562389219, 121.0170509537284 14.64726871740609, 121.0173497685766 14.64723175321311, 121.0173228626674 14.64702857588017, 121.0170240478192 14.64706562389219))"
977,343954747,way,21.0,,pharmacy,,Quirino Highway,,,86069351.0,,,,5bc748241d4a4b31bb8a805c03a89549,,24/7,,,,,4.0,,2020-06-02T03:56:16,,1116,Quezon City,Mercury Drug,,jmres,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0182173069737 14.67980842453784),"POLYGON ((121.018024344144 14.67980273929797, 121.0181825944759 14.67999208649064, 121.0184102469661 14.67981405486725, 121.0182520804532 14.67962479149358, 121.018024344144 14.67980273929797))"
1023,-8222213,way,21.0,,hospital,,Ferdinand Blumentritt,,,,,,,5aa6307ff34140de9a4c7131d70fc89d,,,,Bing,,,,,,,,Manila,Chinese General Hospital and Medical Center,,,,,,,hospital,private,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (120.9879731885751 14.62612348223897),"MULTIPOLYGON (((120.9877408632542 14.62533042695392, 120.987917218497 14.62543872114293, 120.9887802192477 14.62591757927123, 120.9887949713973 14.62589587014202, 120.9890622702895 14.62543788295261, 120.988590955874 14.62511978972717, 120.9882162848022 14.62488643754281, 120.9880854432936 14.6248078991101, 120.9877408632542 14.62533042695392)), ((120.9868019224607 14.62657195445198, 120.9874437247867 14.62690194997992, 120.9883384929504 14.62736203264512, 120.9885662292597 14.62661587562462, 120.9886909519789 14.62604917515105, 120.9876507577951 14.62547627206914, 120.9875405357683 14.62566494870958, 120.987360073393 14.62557174194629, 120.9868019224607 14.62657195445198)))"
1169,416585673,way,9.0,,hospital,,,,,84640496.0,,,,71a38ffb45cc4223ae025ca463cdfff4,,,,,,,2.0,,2020-05-04T18:03:50,,,,,,Gramosa,,,,,hospital,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0723415702893 14.62389007416797),"POLYGON ((121.072245618488 14.62389896552995, 121.0724140947418 14.62395353171962, 121.0724244883017 14.62385722365215, 121.0722499770776 14.62384456697836, 121.072245618488 14.62389896552995))"
1395,795435796,way,9.0,,hospital,,,,,84640603.0,,,,0c3ced43285e4a79a1e70cf24175eaad,,,,,,,2.0,,2020-05-04T18:06:24,,,,,,Gramosa,,,,,hospital,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0727512312211 14.62338746323404),"POLYGON ((121.0727155917989 14.62339772772017, 121.0727722534643 14.62341717373553, 121.0727868379759 14.6233771920574, 121.0727302601294 14.62335774604205, 121.0727155917989 14.62339772772017))"
2010,795435795,way,9.0,,hospital,,,,,84640603.0,,,,0d0ac9f347d54b95850bc348b1cc1ab3,,,,,,,2.0,,2020-05-04T18:06:24,,,,,,Gramosa,,,,,hospital,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0730020787791 14.62340697138538),"POLYGON ((121.07280293123 14.62342949513319, 121.0729065315532 14.6234550599379, 121.072982639234 14.62341574881199, 121.0730517899352 14.62349688563472, 121.0731372853476 14.62345371883339, 121.0730551426965 14.62331097502232, 121.07280293123 14.62342949513319))"
2052,-84614,way,25.0,,,general;respiratory;covid19_referral_hospital;covid19_testing_laboratory,Quezon Avenue,government,,,,,+632 9246101 loc. 285,90a369f2a06e423d8de5fe5d95c70b0b,,,,,,,,,,,,Quezon City,Lung Center of the Philippines,,,,,,,hospital,government,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0457647882797 14.6474978555151),"POLYGON ((121.0451158286672 14.64760349061885, 121.0451427345764 14.64774598297279, 121.0452162438672 14.64779493328732, 121.0453465824616 14.64833606895621, 121.0454483387661 14.64840153161998, 121.0461488982334 14.64824101817422, 121.0462547616704 14.64807488885333, 121.0461787378086 14.64803105149971, 121.0462405962541 14.64795502763795, 121.0461736248477 14.64760474790432, 121.0463272651329 14.64770516310435, 121.0465951507583 14.64729478512496, 121.0463280195042 14.64712329138604, 121.046295749177 14.64717073295799, 121.0461239201619 14.64706545625413, 121.0461604652597 14.6470061961987, 121.045252537508 14.64644955400894, 121.0451297426265 14.64663806301132, 121.0451579896402 14.64678164501268, 121.0452804492455 14.64686177600703, 121.0453048405838 14.64682724256593, 121.0455666912389 14.6469942938962, 121.0453148988676 14.64739712816271, 121.0452374500823 14.6474235311577, 121.0451158286672 14.64760349061885), (121.045572139476 14.64739888836237, 121.0457637497825 14.64711583149221, 121.0460034722133 14.64725254033297, 121.0459690225912 14.64729537185818, 121.045572139476 14.64739888836237), (121.0452090354305 14.64765956555107, 121.045313138668 14.64749762718176, 121.0453972929758 14.64755278010463, 121.0452917648148 14.64770248089533, 121.0452090354305 14.64765956555107), (121.0456154739154 14.64760793302753, 121.0459351597024 14.64753442373669, 121.0460032207562 14.64785695937081, 121.0456154739154 14.64760793302753), (121.0455317387027 14.64820849638991, 121.0456774999989 14.64799232710706, 121.0459059906794 14.6481281977575, 121.0455317387027 14.64820849638991), (121.0453982988042 14.6478110265414, 121.0456341655595 14.64796164934145, 121.0454894939107 14.64817974646203, 121.0453982988042 14.6478110265414))"
2074,781507514,way,21.0,,hospital,,,,,86038398.0,,,,3f4c81e832b04e3f9354538e71101648,,,,,,,3.0,yes,2020-06-01T09:19:22,,1116,Quezon City,Bernardino General Hospital,,jmres,,,,,hospital,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0350159530205 14.70056207923944),"POLYGON ((121.0348684491234 14.70055624773656, 121.0349391923862 14.70070997184075, 121.0350067505258 14.70068088663675, 121.0349798446166 14.70062238095258, 121.0351808426547 14.70053579589282, 121.0351370891201 14.70044049365373, 121.0348684491234 14.70055624773656))"
2208,767447368,way,12.0,,pharmacy,,,,,80176938.0,,,,3aeb426c5d164af59216f3d7fcb08ec0,,,,,,,1.0,,2020-01-28T06:40:16,,,,,,Nunoy,,,,yes,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0837209817849 14.69771385891236),"POLYGON ((121.08364794047 14.69767094520714, 121.0836869163198 14.69778971677511, 121.0837940370424 14.69775685971467, 121.0837549773736 14.69763792050864, 121.08364794047 14.69767094520714))"
